Customer_ID,Age,Gender,City,Product_Category,Purchase_Amount,Payment_Method,Rating,Purchase_Date
CUST10138,18,Female,Mumbai,Clothing,26889.51,Cash,4,09-05-2023
CUST10139,52,Male,Delhi,Groceries,34142.3,Credit Card,4,11-06-2022
CUST10140,54,Prefer Not to Say,Delhi,Home Decor,3360.07,Credit Card,5,25-06-2022
CUST10141,64,Prefer Not to Say,Bangalore,Groceries,3979.08,Cash,4,22-09-2024
CUST10142,31,Female,Pune,Clothing,43546.65,UPI,5,22-05-2022
CUST10143,20,Prefer Not to Say,Mumbai,Groceries,23083.54,UPI,2,26-12-2024
CUST10144,18,Prefer Not to Say,Bangalore,Clothing,23416.1,Credit Card,5,15-09-2022
CUST10145,22,Female,Delhi,Home Decor,47256.73,UPI,2,20-09-2022
CUST10146,43,Male,Pune,Groceries,16350.38,Cash,1,31-08-2024
CUST10147,31,Female,Mumbai,Electronics,44902.67,UPI,4,05-12-2022
CUST10148,56,Male,Hyderabad,Clothing,48725.61,Credit Card,1,27-06-2023
CUST10149,44,Male,Mumbai,Groceries,12463.86,Cash,4,16-12-2024
CUST10150,26,Prefer Not to Say,Mumbai,Electronics,25944.92,UPI,1,16-05-2024
CUST10151,32,Female,Delhi,Electronics,26950.63,Debit Card,5,10-03-2023
CUST10152,32,Prefer Not to Say,Delhi,Electronics,43375.32,Debit Card,1,16-02-2023
CUST10153,43,Prefer Not to Say,Hyderabad,Electronics,15543.45,Cash,4,01-10-2023
CUST10154,59,Male,Hyderabad,Clothing,40003.1,UPI,3,28-03-2024
CUST10155,30,Prefer Not to Say,Hyderabad,Groceries,48564.87,Credit Card,4,04-02-2024
CUST10156,68,Female,Bangalore,Electronics,42096.66,Debit Card,3,16-06-2024
CUST10157,49,Prefer Not to Say,Bangalore,Groceries,45502.44,UPI,5,25-11-2024
CUST10158,56,Prefer Not to Say,Delhi,Groceries,35563.54,UPI,4,13-07-2024
CUST10159,66,Male,Delhi,Home Decor,45245.81,Credit Card,1,05-09-2022
CUST10160,69,Female,Hyderabad,Groceries,8660.11,Credit Card,5,23-05-2023
CUST10161,49,Prefer Not to Say,Bangalore,Clothing,35761.89,UPI,4,06-04-2023
CUST10162,21,Male,Pune,Clothing,36727.93,Credit Card,5,12-05-2022
CUST10163,47,Prefer Not to Say,Bangalore,Electronics,22239.46,Cash,3,24-11-2023
CUST10164,54,Female,Delhi,Groceries,4447.05,Debit Card,5,13-02-2022
CUST10165,40,Prefer Not to Say,Bangalore,Clothing,31310.97,Debit Card,1,17-04-2023
CUST10166,56,Prefer Not to Say,Delhi,Clothing,3068.1,UPI,4,28-03-2023
CUST10167,62,Male,Hyderabad,Clothing,19428.92,UPI,3,15-01-2022
CUST10168,32,Prefer Not to Say,Hyderabad,Electronics,19986.68,Credit Card,5,26-05-2022
CUST10169,60,Male,Hyderabad,Clothing,49946.66,Debit Card,2,01-05-2022
CUST10170,46,Female,Pune,Groceries,15340.2,Credit Card,3,14-04-2023
CUST10171,53,Prefer Not to Say,Pune,Clothing,41112.47,UPI,3,19-05-2022
CUST10172,30,Female,Delhi,Clothing,3132,UPI,1,06-03-2022
CUST10173,49,Female,Mumbai,Electronics,26723.42,UPI,1,08-11-2023
CUST10174,24,Prefer Not to Say,Pune,Groceries,27066.24,UPI,5,26-05-2022
CUST10175,68,Male,Delhi,Clothing,31623.12,UPI,2,18-11-2024
CUST10176,39,Female,Bangalore,Groceries,40595.26,UPI,3,03-05-2023
CUST10177,45,Female,Hyderabad,Groceries,38215.21,Cash,5,25-07-2023
CUST10178,19,Prefer Not to Say,Hyderabad,Clothing,38169.9,Cash,2,21-09-2024
CUST10179,59,Prefer Not to Say,Hyderabad,Electronics,21898.55,Credit Card,5,15-03-2023
CUST10180,62,Prefer Not to Say,Delhi,Groceries,36509.84,Cash,3,28-09-2022
CUST10181,23,Prefer Not to Say,Hyderabad,Home Decor,24820.13,Credit Card,5,26-08-2024
CUST10182,45,Prefer Not to Say,Pune,Clothing,3814.08,Credit Card,1,13-05-2023
CUST10183,45,Prefer Not to Say,Bangalore,Groceries,44564,Cash,1,26-08-2024
CUST10184,61,Male,Hyderabad,Groceries,44563.08,Debit Card,4,13-04-2024
CUST10185,61,Female,Delhi,Groceries,16482.5,Credit Card,2,25-01-2023
CUST10186,37,Male,Bangalore,Clothing,45738.18,UPI,3,13-07-2022
CUST10187,47,Male,Hyderabad,Home Decor,38020.21,Credit Card,2,18-07-2022
CUST10188,28,Prefer Not to Say,Mumbai,Groceries,20339.66,Credit Card,1,01-06-2024
CUST10189,45,Female,Hyderabad,Groceries,16909.53,Debit Card,3,27-12-2023
CUST10190,42,Male,Pune,Electronics,48769.56,UPI,4,17-05-2024
CUST10191,56,Prefer Not to Say,Bangalore,Clothing,35775.03,Debit Card,1,21-04-2024
CUST10192,50,Prefer Not to Say,Pune,Clothing,19251.09,Debit Card,1,14-08-2024
CUST10193,18,Female,Mumbai,Groceries,32278.2,Debit Card,2,21-04-2022
CUST10194,44,Male,Mumbai,Electronics,28790.55,Credit Card,5,21-07-2022
CUST10195,69,Male,Pune,Groceries,26464.73,UPI,2,05-05-2022
CUST10196,30,Male,Bangalore,Groceries,32412.74,UPI,1,04-04-2024
CUST10197,58,Prefer Not to Say,Mumbai,Clothing,27112.5,Debit Card,2,26-11-2023
CUST10198,20,Female,Mumbai,Electronics,32912.12,Cash,5,12-08-2022
CUST10199,56,Female,Hyderabad,Groceries,45424.64,UPI,4,25-05-2023
CUST10200,23,Male,Delhi,Clothing,49666.62,UPI,3,28-01-2023
CUST10201,25,Prefer Not to Say,Mumbai,Groceries,35609.7,Debit Card,1,25-01-2023
CUST10202,44,Male,Bangalore,Groceries,46427.13,Credit Card,2,07-07-2024
CUST10203,26,Female,Bangalore,Electronics,42991.31,Debit Card,1,15-10-2022
CUST10204,54,Prefer Not to Say,Hyderabad,Electronics,15104.35,Cash,3,14-05-2024
CUST10205,50,Male,Bangalore,Electronics,46678.95,Cash,2,11-01-2023
CUST10206,68,Male,Hyderabad,Groceries,4005.05,Debit Card,4,25-07-2023
CUST10207,59,Prefer Not to Say,Mumbai,Home Decor,16831.13,Cash,3,05-08-2024
CUST10208,61,Female,Mumbai,Electronics,32177.27,Credit Card,5,27-05-2023
CUST10209,41,Prefer Not to Say,Mumbai,Home Decor,26582.31,Credit Card,5,04-06-2022
CUST10210,32,Male,Mumbai,Home Decor,27349.41,Credit Card,1,26-06-2024
CUST10211,49,Male,Delhi,Home Decor,39846.97,Cash,5,20-07-2022
CUST10212,49,Male,Delhi,Clothing,10137.83,Credit Card,2,14-04-2022
CUST10213,41,Male,Mumbai,Groceries,49112.74,Debit Card,5,31-01-2022
CUST10214,58,Female,Bangalore,Electronics,22154.18,Credit Card,4,11-07-2022
CUST10215,69,Female,Hyderabad,Groceries,47517.24,Cash,2,30-04-2023
CUST10216,66,Male,Pune,Groceries,19464.24,UPI,1,07-12-2022
CUST10217,66,Female,Hyderabad,Clothing,30288.44,Cash,1,12-04-2024
CUST10218,69,Female,Pune,Clothing,22790.42,Debit Card,5,21-09-2024
CUST10219,29,Female,Pune,Clothing,33958.79,Debit Card,5,12-09-2024
CUST10220,56,Male,Mumbai,Groceries,9589.42,Cash,1,14-03-2023
CUST10221,19,Prefer Not to Say,Pune,Home Decor,20331.11,Credit Card,2,01-04-2024
CUST10222,20,Prefer Not to Say,Mumbai,Groceries,3884.87,Credit Card,3,01-05-2022
CUST10223,66,Prefer Not to Say,Delhi,Clothing,30106.02,UPI,1,04-12-2022
CUST10224,54,Male,Bangalore,Groceries,48152.74,Credit Card,4,16-02-2024
CUST10225,66,Female,Pune,Clothing,2772.37,Debit Card,2,05-01-2022
CUST10226,34,Female,Bangalore,Clothing,33151.69,Credit Card,3,10-03-2024
CUST10227,66,Male,Mumbai,Electronics,38867.35,Cash,3,28-06-2023
CUST10228,19,Male,Pune,Home Decor,11048.87,Cash,2,20-07-2024
CUST10229,19,Prefer Not to Say,Hyderabad,Clothing,14017.18,UPI,1,08-08-2023
CUST10230,45,Prefer Not to Say,Delhi,Electronics,10478.26,Debit Card,3,16-05-2024
CUST10231,40,Male,Delhi,Home Decor,15221.93,Cash,4,23-09-2024
CUST10232,54,Prefer Not to Say,Pune,Clothing,5949.09,Debit Card,2,14-11-2022
CUST10233,49,Female,Delhi,Home Decor,18832.22,Credit Card,5,24-01-2023
CUST10234,50,Male,Hyderabad,Home Decor,18762,UPI,1,31-08-2023
CUST10235,18,Male,Bangalore,Groceries,40459.74,UPI,2,22-03-2023
CUST10236,36,Female,Hyderabad,Electronics,40147.44,Credit Card,4,30-04-2022
CUST10237,19,Female,Delhi,Home Decor,39937.81,Cash,3,05-05-2022
CUST10238,61,Female,Bangalore,Groceries,28568.28,Debit Card,1,05-10-2023
CUST10239,43,Prefer Not to Say,Hyderabad,Home Decor,16631.09,Debit Card,1,28-04-2022
CUST10240,49,Male,Mumbai,Groceries,20842.74,Debit Card,2,13-04-2022
CUST10241,23,Prefer Not to Say,Mumbai,Clothing,16228.3,Cash,2,03-09-2024
CUST10242,49,Female,Bangalore,Clothing,29305.43,Credit Card,4,26-10-2024
CUST10243,21,Prefer Not to Say,Bangalore,Groceries,46929.97,Debit Card,5,23-12-2024
CUST10244,28,Female,Bangalore,Clothing,14582.59,Cash,2,19-11-2022
CUST10245,34,Prefer Not to Say,Mumbai,Clothing,23213.16,Debit Card,2,27-04-2022
CUST10246,55,Prefer Not to Say,Hyderabad,Clothing,32928.29,Cash,2,06-11-2024
CUST10247,41,Female,Bangalore,Home Decor,42312.4,Credit Card,4,14-06-2022
CUST10248,22,Prefer Not to Say,Mumbai,Groceries,13040.03,Debit Card,3,16-01-2023
CUST10249,69,Male,Bangalore,Electronics,14374.35,Credit Card,5,21-05-2022
CUST10250,51,Prefer Not to Say,Bangalore,Electronics,44315.69,UPI,4,20-05-2022
CUST10251,23,Prefer Not to Say,Bangalore,Groceries,4472.78,Cash,2,27-04-2023
CUST10252,39,Male,Mumbai,Home Decor,30469.66,UPI,3,06-04-2024
CUST10253,28,Female,Hyderabad,Clothing,43092.54,Credit Card,2,03-09-2022
CUST10254,65,Male,Mumbai,Clothing,46126.27,Credit Card,4,20-05-2023
CUST10255,33,Prefer Not to Say,Mumbai,Home Decor,1128.02,Credit Card,1,23-03-2022
CUST10256,50,Female,Bangalore,Electronics,18798.47,Debit Card,2,17-06-2022
CUST10257,26,Prefer Not to Say,Pune,Groceries,13234.61,Debit Card,3,08-05-2024
CUST10258,23,Prefer Not to Say,Pune,Groceries,28617.61,Credit Card,5,06-12-2024
CUST10259,33,Male,Pune,Home Decor,31826.68,Credit Card,1,10-10-2023
CUST10260,46,Male,Mumbai,Clothing,49988.84,Debit Card,2,19-06-2023
CUST10261,20,Female,Bangalore,Clothing,25881.74,Debit Card,2,23-02-2023
CUST10262,37,Female,Pune,Clothing,27797.61,Cash,3,06-10-2023
CUST10263,53,Female,Delhi,Groceries,21008.52,Credit Card,1,04-05-2023
CUST10264,36,Prefer Not to Say,Delhi,Electronics,7810.02,Debit Card,1,28-06-2023
CUST10265,43,Male,Delhi,Groceries,15514.57,Debit Card,1,21-03-2024
CUST10266,20,Male,Hyderabad,Home Decor,12725.75,UPI,2,26-09-2022
CUST10267,36,Male,Bangalore,Groceries,40160.37,Credit Card,1,07-09-2023
CUST10268,37,Female,Mumbai,Home Decor,27517.91,Credit Card,2,25-07-2024
CUST10269,49,Male,Mumbai,Groceries,15161.58,Debit Card,2,10-10-2023
CUST10270,24,Male,Bangalore,Electronics,24710.1,UPI,1,29-05-2022
CUST10271,69,Male,Hyderabad,Home Decor,11333.81,Cash,4,20-01-2022
CUST10272,58,Female,Bangalore,Clothing,9663.79,Credit Card,5,27-07-2024
CUST10273,50,Male,Hyderabad,Clothing,43067.14,Cash,5,24-07-2022
CUST10274,57,Female,Pune,Groceries,47268.14,Credit Card,4,31-05-2022
CUST10275,56,Male,Pune,Groceries,4460.72,Debit Card,1,13-03-2023
CUST10276,35,Male,Hyderabad,Electronics,38361.69,Cash,2,02-11-2024
CUST10277,57,Male,Bangalore,Electronics,22938.92,Credit Card,3,28-06-2023
CUST10278,18,Female,Pune,Clothing,19754.1,Cash,4,29-09-2022
CUST10279,28,Female,Bangalore,Groceries,34625.86,Debit Card,5,16-12-2023
CUST10280,45,Male,Pune,Home Decor,13679.56,UPI,5,21-05-2022
CUST10281,42,Prefer Not to Say,Bangalore,Electronics,1518.77,UPI,2,16-05-2023
CUST10282,67,Female,Bangalore,Home Decor,11093.14,Cash,5,27-01-2024
CUST10283,40,Female,Delhi,Home Decor,9653.79,Cash,5,07-08-2023
CUST10284,48,Male,Hyderabad,Electronics,2185.44,Cash,2,20-11-2022
CUST10285,47,Prefer Not to Say,Mumbai,Groceries,16405.11,Credit Card,1,16-06-2024
CUST10286,59,Male,Hyderabad,Home Decor,23988.67,Debit Card,5,12-09-2023
CUST10287,52,Female,Bangalore,Groceries,36923.52,Cash,1,19-12-2024
CUST10288,24,Female,Bangalore,Home Decor,16620.24,UPI,3,17-01-2022
CUST10289,33,Male,Hyderabad,Groceries,10129.74,Credit Card,1,06-09-2023
CUST10290,43,Male,Bangalore,Groceries,11915.68,Cash,2,01-08-2022
CUST10291,65,Prefer Not to Say,Pune,Groceries,44613.27,Credit Card,2,03-10-2022
CUST10292,69,Prefer Not to Say,Bangalore,Groceries,10633.66,Cash,2,26-06-2023
CUST10293,66,Female,Hyderabad,Electronics,44022.41,Cash,5,25-08-2022
CUST10294,19,Prefer Not to Say,Hyderabad,Home Decor,22631.4,Credit Card,4,08-08-2022
CUST10295,18,Prefer Not to Say,Hyderabad,Groceries,46752.82,Debit Card,5,15-11-2022
CUST10296,65,Female,Delhi,Clothing,20700.56,Debit Card,1,12-07-2023
CUST10297,29,Female,Delhi,Home Decor,9295.31,UPI,3,01-08-2023
CUST10298,22,Female,Delhi,Home Decor,27676.98,Debit Card,3,08-03-2023
CUST10299,54,Female,Delhi,Groceries,29591.48,Debit Card,3,04-12-2023
CUST10300,49,Male,Delhi,Home Decor,31956.72,Credit Card,3,21-02-2023
CUST10301,26,Female,Delhi,Clothing,20869.09,Credit Card,4,25-06-2023
CUST10302,58,Female,Delhi,Clothing,2905.77,UPI,3,01-11-2024
CUST10303,52,Female,Hyderabad,Clothing,31522.64,Cash,5,27-09-2024
CUST10304,36,Prefer Not to Say,Mumbai,Home Decor,46684.99,Credit Card,3,30-05-2023
CUST10305,65,Female,Delhi,Home Decor,47899.15,Credit Card,2,15-04-2022
CUST10306,33,Male,Hyderabad,Groceries,30045.83,Credit Card,1,09-07-2022
CUST10307,20,Male,Mumbai,Home Decor,1484.41,Debit Card,5,17-05-2024
CUST10308,37,Female,Delhi,Home Decor,5748.9,Credit Card,4,21-07-2023
CUST10309,41,Male,Mumbai,Groceries,41782.53,UPI,5,01-04-2022
CUST10310,50,Prefer Not to Say,Mumbai,Clothing,41572.35,UPI,2,08-01-2022
CUST10311,41,Female,Pune,Groceries,47327.77,Credit Card,3,15-11-2023
CUST10312,69,Male,Bangalore,Electronics,28406.83,Cash,3,25-09-2022
CUST10313,28,Male,Pune,Home Decor,43258.91,Credit Card,4,21-06-2023
CUST10314,66,Female,Mumbai,Home Decor,41331.9,UPI,1,27-11-2022
CUST10315,25,Male,Hyderabad,Electronics,29676.33,Cash,3,23-06-2024
CUST10316,53,Female,Delhi,Electronics,39290.06,Debit Card,4,25-05-2024
CUST10317,55,Male,Bangalore,Electronics,6722.67,Credit Card,3,20-01-2022
CUST10318,57,Prefer Not to Say,Delhi,Groceries,32140.54,UPI,5,18-08-2022
CUST10319,37,Male,Hyderabad,Clothing,47695.82,Debit Card,4,04-06-2022
CUST10320,52,Male,Bangalore,Groceries,8516.9,UPI,4,02-11-2022
CUST10321,65,Female,Pune,Electronics,37330.11,Debit Card,4,15-03-2022
CUST10322,42,Male,Mumbai,Groceries,16378.9,UPI,3,27-01-2024
